resume_id,job_id,job_title,company,ai_match_percentage,total_job_skills,matched_skill_count,skill_match_percentage,matched_skills,skill_gaps,skill_gap_count
124,1,,Calipers Consulting Private Limited,47.94,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
124,11,,Lishanth Enterprises,47.22,1,1,100.0,r,client relationship management crm sales managementsales supportcustomer supportsales strategy,1
124,29,,GlobalStep Services Private Limited,45.8,1,1,100.0,r,recruitmentresume screeninginterview coordination,1
124,5,,SREEDHARA ENTERPRISES,44.94,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
124,39,,KnowledgeWorks Global Limited,44.81,1,1,100.0,english r,english proficiency spoken english proficiency written,1
124,37,,Urban Company,44.39,2,1,50.0,english r,"english proficiency spoken, ms-excel",2
125,40,,RMSI Private Limited,34.35,1,1,100.0,r sql sql server,sqlms sql servergisarcgisssms,1
125,1,,Calipers Consulting Private Limited,30.4,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
125,39,,KnowledgeWorks Global Limited,30.28,1,1,100.0,english r,english proficiency spoken english proficiency written,1
125,5,,SREEDHARA ENTERPRISES,28.96,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
125,17,,SpotOnMedia,28.87,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
125,24,,SpotOnMedia,28.87,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
125,34,,Ashiana Housing Limited,27.69,1,1,100.0,data analytics r,data analyticsms-exceldata entrypower bidata analysis,1
125,43,,Mintifi Finserve Private Limited,26.82,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
125,7,,Leafoberryy,26.58,1,1,100.0,communication data analytics r,leadershipteam managemente-commercedata analyticsmentorshipb2b saleseffective communication+2 more,1
125,48,,Zucol Group Of Companies,26.41,1,1,100.0,english r,creative writingenglish proficiency spoken english proficiency written network protocols,1
126,40,,RMSI Private Limited,52.9,1,1,100.0,r sql sql server,sqlms sql servergisarcgisssms,1
126,23,,Netcore Cloud,49.06,1,1,100.0,r sql sql server,htmllinuxms sql server,1
126,1,,Calipers Consulting Private Limited,42.49,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
126,5,,SREEDHARA ENTERPRISES,41.57,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
126,43,,Mintifi Finserve Private Limited,39.38,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
126,7,,Leafoberryy,38.38,1,1,100.0,communication data analytics r,leadershipteam managemente-commercedata analyticsmentorshipb2b saleseffective communication+2 more,1
126,39,,KnowledgeWorks Global Limited,35.64,1,1,100.0,english r,english proficiency spoken english proficiency written,1
126,44,,Starcrest Services Pvt. Ltd.,33.87,1,1,100.0,r,ms-officerecruitment,1
126,12,,Belstar MicroFinance Limited,33.75,1,1,100.0,accounting plan r,accountingfinancial planningfinancial reporting,1
126,37,,Urban Company,33.59,2,1,50.0,english r,"english proficiency spoken, ms-excel",2
127,1,,Calipers Consulting Private Limited,46.44,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
127,17,,SpotOnMedia,44.11,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
127,24,,SpotOnMedia,44.11,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
127,43,,Mintifi Finserve Private Limited,42.27,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
127,39,,KnowledgeWorks Global Limited,42.27,1,1,100.0,english r,english proficiency spoken english proficiency written,1
127,23,,Netcore Cloud,41.04,1,1,100.0,r sql sql server,htmllinuxms sql server,1
127,40,,RMSI Private Limited,40.99,1,1,100.0,r sql sql server,sqlms sql servergisarcgisssms,1
127,5,,SREEDHARA ENTERPRISES,39.36,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
127,37,,Urban Company,38.59,2,1,50.0,english r,"english proficiency spoken, ms-excel",2
127,3,,Modtraa Design And Creation Incorporation,36.51,2,1,50.0,communication english r ski,"english proficiency spoken english proficiency written kannada proficiency spoken interpersonal skillseffective communication, presentation skillsms-excel",2
128,40,,RMSI Private Limited,35.46,1,1,100.0,r sql sql server,sqlms sql servergisarcgisssms,1
128,43,,Mintifi Finserve Private Limited,33.39,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
128,7,,Leafoberryy,33.07,1,1,100.0,communication data analytics r,leadershipteam managemente-commercedata analyticsmentorshipb2b saleseffective communication+2 more,1
128,23,,Netcore Cloud,30.39,1,1,100.0,r sql sql server,htmllinuxms sql server,1
128,29,,GlobalStep Services Private Limited,29.52,1,1,100.0,r,recruitmentresume screeninginterview coordination,1
128,34,,Ashiana Housing Limited,29.42,1,1,100.0,data analytics r,data analyticsms-exceldata entrypower bidata analysis,1
128,26,,Imarticus Learning,28.91,1,1,100.0,design thinking r,content writingms-wordms-powerpointstoryboardingms-excelcontent managementdesign thinking+3 more,1
128,4,,CCL Advisors,28.64,1,1,100.0,legal research r,legal researchcompany lawlegal draftingstatutory complianceslegal writingcontract management,1
128,5,,SREEDHARA ENTERPRISES,28.49,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
128,17,,SpotOnMedia,28.0,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
129,7,,Leafoberryy,29.3,1,1,100.0,communication data analytics r,leadershipteam managemente-commercedata analyticsmentorshipb2b saleseffective communication+2 more,1
129,50,,Webvio Technologies,27.44,1,1,100.0,english logging r,bloggingsearch engine optimization seo creative writingproofreadingenglish proficiency written research and analytics,1
129,23,,Netcore Cloud,23.94,1,1,100.0,r sql sql server,htmllinuxms sql server,1
129,34,,Ashiana Housing Limited,23.85,1,1,100.0,data analytics r,data analyticsms-exceldata entrypower bidata analysis,1
129,43,,Mintifi Finserve Private Limited,23.35,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
129,40,,RMSI Private Limited,22.79,1,1,100.0,r sql sql server,sqlms sql servergisarcgisssms,1
129,26,,Imarticus Learning,22.29,1,1,100.0,design thinking r,content writingms-wordms-powerpointstoryboardingms-excelcontent managementdesign thinking+3 more,1
129,22,,Faff,22.05,1,1,100.0,communication conflict management r,time managementproblem solvingcoordinationadaptabilityeffective communicationconflict management,1
129,39,,KnowledgeWorks Global Limited,21.84,1,1,100.0,english r,english proficiency spoken english proficiency written,1
129,5,,SREEDHARA ENTERPRISES,21.48,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
130,40,,RMSI Private Limited,46.55,1,1,100.0,r sql sql server,sqlms sql servergisarcgisssms,1
130,43,,Mintifi Finserve Private Limited,46.05,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
130,1,,Calipers Consulting Private Limited,45.36,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
130,5,,SREEDHARA ENTERPRISES,45.12,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
130,29,,GlobalStep Services Private Limited,42.94,1,1,100.0,r,recruitmentresume screeninginterview coordination,1
130,39,,KnowledgeWorks Global Limited,41.08,1,1,100.0,english r,english proficiency spoken english proficiency written,1
130,44,,Starcrest Services Pvt. Ltd.,40.33,1,1,100.0,r,ms-officerecruitment,1
130,23,,Netcore Cloud,38.53,1,1,100.0,r sql sql server,htmllinuxms sql server,1
130,34,,Ashiana Housing Limited,37.93,1,1,100.0,data analytics r,data analyticsms-exceldata entrypower bidata analysis,1
130,7,,Leafoberryy,37.66,1,1,100.0,communication data analytics r,leadershipteam managemente-commercedata analyticsmentorshipb2b saleseffective communication+2 more,1
131,40,,RMSI Private Limited,42.64,1,1,100.0,r sql sql server,sqlms sql servergisarcgisssms,1
131,12,,Belstar MicroFinance Limited,41.61,1,1,100.0,accounting plan r,accountingfinancial planningfinancial reporting,1
131,5,,SREEDHARA ENTERPRISES,39.25,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
131,7,,Leafoberryy,38.94,1,1,100.0,communication data analytics r,leadershipteam managemente-commercedata analyticsmentorshipb2b saleseffective communication+2 more,1
131,1,,Calipers Consulting Private Limited,38.47,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
131,17,,SpotOnMedia,37.43,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
131,24,,SpotOnMedia,37.43,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
131,23,,Netcore Cloud,37.18,1,1,100.0,r sql sql server,htmllinuxms sql server,1
131,45,,Lishanth Enterprises,36.77,1,1,100.0,r,client relationship management crm coordinationsales managementclient relationshipnegotiationscustomer acquisitionsales strategy,1
131,11,,Lishanth Enterprises,34.42,1,1,100.0,r,client relationship management crm sales managementsales supportcustomer supportsales strategy,1
132,44,,Starcrest Services Pvt. Ltd.,34.43,1,1,100.0,r,ms-officerecruitment,1
132,32,,IDFC First Bank,32.69,1,1,100.0,r,lead generationsalesfield sales,1
132,12,,Belstar MicroFinance Limited,32.41,1,1,100.0,accounting plan r,accountingfinancial planningfinancial reporting,1
132,22,,Faff,31.49,1,1,100.0,communication conflict management r,time managementproblem solvingcoordinationadaptabilityeffective communicationconflict management,1
132,7,,Leafoberryy,29.86,1,1,100.0,communication data analytics r,leadershipteam managemente-commercedata analyticsmentorshipb2b saleseffective communication+2 more,1
132,38,,Urban Company Ltd.,29.14,2,1,50.0,english r,"english proficiency written, ms-excel",2
132,23,,Netcore Cloud,29.04,1,1,100.0,r sql sql server,htmllinuxms sql server,1
132,5,,SREEDHARA ENTERPRISES,29.03,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
132,37,,Urban Company,28.4,2,1,50.0,english r,"english proficiency spoken, ms-excel",2
132,43,,Mintifi Finserve Private Limited,28.14,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
133,5,,SREEDHARA ENTERPRISES,49.43,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
133,1,,Calipers Consulting Private Limited,48.4,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
133,43,,Mintifi Finserve Private Limited,46.03,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
133,7,,Leafoberryy,44.74,1,1,100.0,communication data analytics r,leadershipteam managemente-commercedata analyticsmentorshipb2b saleseffective communication+2 more,1
133,45,,Lishanth Enterprises,44.16,1,1,100.0,r,client relationship management crm coordinationsales managementclient relationshipnegotiationscustomer acquisitionsales strategy,1
133,17,,SpotOnMedia,43.95,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
133,24,,SpotOnMedia,43.95,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
133,29,,GlobalStep Services Private Limited,43.52,1,1,100.0,r,recruitmentresume screeninginterview coordination,1
133,3,,Modtraa Design And Creation Incorporation,43.08,2,1,50.0,communication english r ski,"english proficiency spoken english proficiency written kannada proficiency spoken interpersonal skillseffective communication, presentation skillsms-excel",2
133,40,,RMSI Private Limited,41.69,1,1,100.0,r sql sql server,sqlms sql servergisarcgisssms,1
134,7,,Leafoberryy,42.26,1,1,100.0,communication data analytics r,leadershipteam managemente-commercedata analyticsmentorshipb2b saleseffective communication+2 more,1
134,5,,SREEDHARA ENTERPRISES,40.35,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
134,22,,Faff,39.28,1,1,100.0,communication conflict management r,time managementproblem solvingcoordinationadaptabilityeffective communicationconflict management,1
134,40,,RMSI Private Limited,39.2,1,1,100.0,r sql sql server,sqlms sql servergisarcgisssms,1
134,12,,Belstar MicroFinance Limited,39.11,1,1,100.0,accounting plan r,accountingfinancial planningfinancial reporting,1
134,43,,Mintifi Finserve Private Limited,38.26,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
134,29,,GlobalStep Services Private Limited,37.7,1,1,100.0,r,recruitmentresume screeninginterview coordination,1
134,17,,SpotOnMedia,37.0,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
134,24,,SpotOnMedia,37.0,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
134,34,,Ashiana Housing Limited,36.19,1,1,100.0,data analytics r,data analyticsms-exceldata entrypower bidata analysis,1
135,1,,Calipers Consulting Private Limited,47.0,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
135,43,,Mintifi Finserve Private Limited,46.92,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
135,17,,SpotOnMedia,42.43,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
135,24,,SpotOnMedia,42.43,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
135,5,,SREEDHARA ENTERPRISES,42.03,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
135,49,,Cloudnine Hospital,41.0,2,1,50.0,english r,"english proficiency written canvapivot tablevlookup, ms-excel",2
135,39,,KnowledgeWorks Global Limited,40.3,1,1,100.0,english r,english proficiency spoken english proficiency written,1
135,40,,RMSI Private Limited,40.06,1,1,100.0,r sql sql server,sqlms sql servergisarcgisssms,1
135,29,,GlobalStep Services Private Limited,38.38,1,1,100.0,r,recruitmentresume screeninginterview coordination,1
135,37,,Urban Company,38.36,2,1,50.0,english r,"english proficiency spoken, ms-excel",2
136,34,,Ashiana Housing Limited,33.01,1,1,100.0,data analytics r,data analyticsms-exceldata entrypower bidata analysis,1
136,7,,Leafoberryy,31.04,1,1,100.0,communication data analytics r,leadershipteam managemente-commercedata analyticsmentorshipb2b saleseffective communication+2 more,1
136,23,,Netcore Cloud,26.73,1,1,100.0,r sql sql server,htmllinuxms sql server,1
136,5,,SREEDHARA ENTERPRISES,26.3,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
136,12,,Belstar MicroFinance Limited,26.18,1,1,100.0,accounting plan r,accountingfinancial planningfinancial reporting,1
136,29,,GlobalStep Services Private Limited,25.33,1,1,100.0,r,recruitmentresume screeninginterview coordination,1
136,17,,SpotOnMedia,23.71,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
136,24,,SpotOnMedia,23.71,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
136,1,,Calipers Consulting Private Limited,23.45,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
136,49,,Cloudnine Hospital,23.42,2,1,50.0,english r,"english proficiency written canvapivot tablevlookup, ms-excel",2
137,7,,Leafoberryy,40.28,1,1,100.0,communication data analytics r,leadershipteam managemente-commercedata analyticsmentorshipb2b saleseffective communication+2 more,1
137,34,,Ashiana Housing Limited,35.31,1,1,100.0,data analytics r,data analyticsms-exceldata entrypower bidata analysis,1
137,5,,SREEDHARA ENTERPRISES,30.27,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
137,17,,SpotOnMedia,29.57,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
137,24,,SpotOnMedia,29.57,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
137,50,,Webvio Technologies,28.8,1,1,100.0,english logging r,bloggingsearch engine optimization seo creative writingproofreadingenglish proficiency written research and analytics,1
137,1,,Calipers Consulting Private Limited,27.75,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
137,11,,Lishanth Enterprises,27.43,1,1,100.0,r,client relationship management crm sales managementsales supportcustomer supportsales strategy,1
137,43,,Mintifi Finserve Private Limited,27.42,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
137,40,,RMSI Private Limited,26.95,1,1,100.0,r sql sql server,sqlms sql servergisarcgisssms,1
138,36,,Medi Assist Healthcare Private Limited,36.24,1,1,100.0,medical terminology r terminology,medical terminology,1
138,49,,Cloudnine Hospital,35.71,2,1,50.0,english r,"english proficiency written canvapivot tablevlookup, ms-excel",2
138,7,,Leafoberryy,33.43,1,1,100.0,communication data analytics r,leadershipteam managemente-commercedata analyticsmentorshipb2b saleseffective communication+2 more,1
138,34,,Ashiana Housing Limited,33.41,1,1,100.0,data analytics r,data analyticsms-exceldata entrypower bidata analysis,1
138,5,,SREEDHARA ENTERPRISES,32.85,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
138,43,,Mintifi Finserve Private Limited,32.65,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
138,1,,Calipers Consulting Private Limited,31.93,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
138,37,,Urban Company,31.3,2,1,50.0,english r,"english proficiency spoken, ms-excel",2
138,39,,KnowledgeWorks Global Limited,30.92,1,1,100.0,english r,english proficiency spoken english proficiency written,1
138,40,,RMSI Private Limited,29.88,1,1,100.0,r sql sql server,sqlms sql servergisarcgisssms,1
139,5,,SREEDHARA ENTERPRISES,45.64,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
139,7,,Leafoberryy,42.55,1,1,100.0,communication data analytics r,leadershipteam managemente-commercedata analyticsmentorshipb2b saleseffective communication+2 more,1
139,1,,Calipers Consulting Private Limited,42.45,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
139,17,,SpotOnMedia,41.88,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
139,24,,SpotOnMedia,41.88,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
139,37,,Urban Company,41.28,2,1,50.0,english r,"english proficiency spoken, ms-excel",2
139,39,,KnowledgeWorks Global Limited,40.87,1,1,100.0,english r,english proficiency spoken english proficiency written,1
139,38,,Urban Company Ltd.,39.1,2,1,50.0,english r,"english proficiency written, ms-excel",2
139,12,,Belstar MicroFinance Limited,38.46,1,1,100.0,accounting plan r,accountingfinancial planningfinancial reporting,1
139,43,,Mintifi Finserve Private Limited,37.67,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
140,1,,Calipers Consulting Private Limited,49.92,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
140,39,,KnowledgeWorks Global Limited,49.7,1,1,100.0,english r,english proficiency spoken english proficiency written,1
140,7,,Leafoberryy,45.61,1,1,100.0,communication data analytics r,leadershipteam managemente-commercedata analyticsmentorshipb2b saleseffective communication+2 more,1
140,5,,SREEDHARA ENTERPRISES,44.78,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
140,43,,Mintifi Finserve Private Limited,44.58,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
140,3,,Modtraa Design And Creation Incorporation,44.42,2,1,50.0,communication english r ski,"english proficiency spoken english proficiency written kannada proficiency spoken interpersonal skillseffective communication, presentation skillsms-excel",2
140,37,,Urban Company,41.15,2,1,50.0,english r,"english proficiency spoken, ms-excel",2
140,17,,SpotOnMedia,40.62,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
140,24,,SpotOnMedia,40.62,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
140,29,,GlobalStep Services Private Limited,40.21,1,1,100.0,r,recruitmentresume screeninginterview coordination,1
141,39,,KnowledgeWorks Global Limited,45.18,1,1,100.0,english r,english proficiency spoken english proficiency written,1
141,1,,Calipers Consulting Private Limited,41.7,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
141,43,,Mintifi Finserve Private Limited,41.15,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
141,5,,SREEDHARA ENTERPRISES,40.97,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
141,37,,Urban Company,40.9,2,1,50.0,english r,"english proficiency spoken, ms-excel",2
141,7,,Leafoberryy,39.67,1,1,100.0,communication data analytics r,leadershipteam managemente-commercedata analyticsmentorshipb2b saleseffective communication+2 more,1
141,29,,GlobalStep Services Private Limited,36.76,1,1,100.0,r,recruitmentresume screeninginterview coordination,1
141,50,,Webvio Technologies,36.52,1,1,100.0,english logging r,bloggingsearch engine optimization seo creative writingproofreadingenglish proficiency written research and analytics,1
141,3,,Modtraa Design And Creation Incorporation,36.15,2,1,50.0,communication english r ski,"english proficiency spoken english proficiency written kannada proficiency spoken interpersonal skillseffective communication, presentation skillsms-excel",2
141,34,,Ashiana Housing Limited,36.1,1,1,100.0,data analytics r,data analyticsms-exceldata entrypower bidata analysis,1
142,12,,Belstar MicroFinance Limited,44.1,1,1,100.0,accounting plan r,accountingfinancial planningfinancial reporting,1
142,7,,Leafoberryy,42.79,1,1,100.0,communication data analytics r,leadershipteam managemente-commercedata analyticsmentorshipb2b saleseffective communication+2 more,1
142,29,,GlobalStep Services Private Limited,42.44,1,1,100.0,r,recruitmentresume screeninginterview coordination,1
142,34,,Ashiana Housing Limited,40.46,1,1,100.0,data analytics r,data analyticsms-exceldata entrypower bidata analysis,1
142,43,,Mintifi Finserve Private Limited,39.25,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
142,5,,SREEDHARA ENTERPRISES,38.44,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
142,40,,RMSI Private Limited,36.81,1,1,100.0,r sql sql server,sqlms sql servergisarcgisssms,1
142,49,,Cloudnine Hospital,33.87,2,1,50.0,english r,"english proficiency written canvapivot tablevlookup, ms-excel",2
142,37,,Urban Company,32.69,2,1,50.0,english r,"english proficiency spoken, ms-excel",2
142,11,,Lishanth Enterprises,32.63,1,1,100.0,r,client relationship management crm sales managementsales supportcustomer supportsales strategy,1
143,1,,Calipers Consulting Private Limited,52.58,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
143,39,,KnowledgeWorks Global Limited,51.97,1,1,100.0,english r,english proficiency spoken english proficiency written,1
143,7,,Leafoberryy,47.4,1,1,100.0,communication data analytics r,leadershipteam managemente-commercedata analyticsmentorshipb2b saleseffective communication+2 more,1
143,40,,RMSI Private Limited,45.95,1,1,100.0,r sql sql server,sqlms sql servergisarcgisssms,1
143,43,,Mintifi Finserve Private Limited,44.4,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
143,5,,SREEDHARA ENTERPRISES,43.74,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
143,3,,Modtraa Design And Creation Incorporation,43.1,2,1,50.0,communication english r ski,"english proficiency spoken english proficiency written kannada proficiency spoken interpersonal skillseffective communication, presentation skillsms-excel",2
143,17,,SpotOnMedia,42.04,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
143,24,,SpotOnMedia,42.04,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
143,26,,Imarticus Learning,41.06,1,1,100.0,design thinking r,content writingms-wordms-powerpointstoryboardingms-excelcontent managementdesign thinking+3 more,1
144,32,,IDFC First Bank,40.04,1,1,100.0,r,lead generationsalesfield sales,1
144,12,,Belstar MicroFinance Limited,39.93,1,1,100.0,accounting plan r,accountingfinancial planningfinancial reporting,1
144,42,,Paisabazaar,39.17,1,1,100.0,investment banking,investment bankingsales,1
144,44,,Starcrest Services Pvt. Ltd.,37.11,1,1,100.0,r,ms-officerecruitment,1
144,40,,RMSI Private Limited,34.46,1,1,100.0,r sql sql server,sqlms sql servergisarcgisssms,1
144,5,,SREEDHARA ENTERPRISES,34.37,2,1,50.0,accounting english r,"english proficiency spoken english proficiency written, ms-officeaccountingtallyms-excel",2
144,45,,Lishanth Enterprises,32.8,1,1,100.0,r,client relationship management crm coordinationsales managementclient relationshipnegotiationscustomer acquisitionsales strategy,1
144,29,,GlobalStep Services Private Limited,31.35,1,1,100.0,r,recruitmentresume screeninginterview coordination,1
144,1,,Calipers Consulting Private Limited,28.99,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
144,43,,Mintifi Finserve Private Limited,28.78,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
145,1,,Calipers Consulting Private Limited,41.4,2,1,50.0,english r,"ms-exceldata entryenglish proficiency spoken english proficiency written, ms-office",2
145,29,,GlobalStep Services Private Limited,38.45,1,1,100.0,r,recruitmentresume screeninginterview coordination,1
145,12,,Belstar MicroFinance Limited,37.37,1,1,100.0,accounting plan r,accountingfinancial planningfinancial reporting,1
145,43,,Mintifi Finserve Private Limited,36.41,3,1,33.33,english r,"english proficiency spoken, ms-excel, ms-office",3
145,39,,KnowledgeWorks Global Limited,36.2,1,1,100.0,english r,english proficiency spoken english proficiency written,1
145,49,,Cloudnine Hospital,36.02,2,1,50.0,english r,"english proficiency written canvapivot tablevlookup, ms-excel",2
145,44,,Starcrest Services Pvt. Ltd.,34.69,1,1,100.0,r,ms-officerecruitment,1
145,22,,Faff,32.8,1,1,100.0,communication conflict management r,time managementproblem solvingcoordinationadaptabilityeffective communicationconflict management,1
145,17,,SpotOnMedia,32.52,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
145,24,,SpotOnMedia,32.52,2,1,50.0,english hindi r,"ms-excelclient relationship management crm client relationshipenglish proficiency spoken english proficiency written hindi proficiency spoken +1 more, ms-office",2
146,7,,Leafoberryy,40.68,1,1,100.0,communication data analytics r,leadershipteam managemente-commercedata analyticsmentorshipb2b saleseffective communication+2 more,1
146,40,,RMSI Private Limited,40.62,1,1,100.0,r sql sql server,sqlms sql servergisarcgisssms,1
