resume_id,job_id,job_title,company,location,resume_category,similarity_score,match_percentage,matched_skills,original_job_skills
128,5,,SREEDHARA ENTERPRISES,Bangalore,,0.2849,28.49,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
128,17,,SpotOnMedia,Work from home,,0.28,28.0,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
129,7,,Leafoberryy,Mumbai,,0.293,29.3,communication; data analytics; r,LeadershipTeam ManagementE-commerceData AnalyticsMentorshipB2B SalesEffective Communication+2 more
129,50,,Webvio Technologies,Delhi,,0.2744,27.44,english; logging; r,BloggingSearch Engine Optimization (SEO)Creative WritingProofreadingEnglish Proficiency (Written)Research and Analytics
129,23,,Netcore Cloud,"Thane, Mumbai",,0.2394,23.94,r; sql; sql server,HTMLLinuxMS SQL Server
129,34,,Ashiana Housing Limited,Bhiwadi,,0.2385,23.85,data analytics; r,Data AnalyticsMS-ExcelData entryPower BIData Analysis
129,43,,Mintifi Finserve Private Limited,Mumbai,,0.2335,23.35,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
129,40,,RMSI Private Limited,Hyderabad,,0.2279,22.79,r; sql; sql server,SQLMS SQL ServerGISArcGISSSMS
129,26,,Imarticus Learning,"Mumbai, Noida",,0.2229,22.29,design thinking; r,Content WritingMS-WordMS-PowerPointStoryboardingMS-ExcelContent ManagementDesign Thinking+3 more
129,22,,Faff,Bangalore,,0.2205,22.05,communication; conflict management; r,Time ManagementProblem SolvingCoordinationAdaptabilityEffective CommunicationConflict Management
129,39,,KnowledgeWorks Global Limited,"Chennai, Mumbai",,0.2184,21.84,english; r,English Proficiency (Spoken)English Proficiency (Written)
129,5,,SREEDHARA ENTERPRISES,Bangalore,,0.2148,21.48,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
130,40,,RMSI Private Limited,Hyderabad,,0.4655,46.55,r; sql; sql server,SQLMS SQL ServerGISArcGISSSMS
130,43,,Mintifi Finserve Private Limited,Mumbai,,0.4605,46.05,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
130,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.4536,45.36,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
130,5,,SREEDHARA ENTERPRISES,Bangalore,,0.4512,45.12,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
130,29,,GlobalStep Services Private Limited,Pune,,0.4294,42.94,r,RecruitmentResume screeningInterview Coordination
130,39,,KnowledgeWorks Global Limited,"Chennai, Mumbai",,0.4108,41.08,english; r,English Proficiency (Spoken)English Proficiency (Written)
130,44,,Starcrest Services Pvt. Ltd.,"Delhi, Gurgaon, Noida",,0.4033,40.33,r,MS-OfficeRecruitment
130,23,,Netcore Cloud,"Thane, Mumbai",,0.3853,38.53,r; sql; sql server,HTMLLinuxMS SQL Server
130,34,,Ashiana Housing Limited,Bhiwadi,,0.3793,37.93,data analytics; r,Data AnalyticsMS-ExcelData entryPower BIData Analysis
130,7,,Leafoberryy,Mumbai,,0.3766,37.66,communication; data analytics; r,LeadershipTeam ManagementE-commerceData AnalyticsMentorshipB2B SalesEffective Communication+2 more
131,40,,RMSI Private Limited,Hyderabad,,0.4264,42.64,r; sql; sql server,SQLMS SQL ServerGISArcGISSSMS
131,12,,Belstar MicroFinance Limited,Chennai,,0.4161,41.61,accounting; plan; r,AccountingFinancial planningFinancial Reporting
131,5,,SREEDHARA ENTERPRISES,Bangalore,,0.3925,39.25,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
131,7,,Leafoberryy,Mumbai,,0.3894,38.94,communication; data analytics; r,LeadershipTeam ManagementE-commerceData AnalyticsMentorshipB2B SalesEffective Communication+2 more
131,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.3847,38.47,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
131,17,,SpotOnMedia,Work from home,,0.3743,37.43,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
131,24,,SpotOnMedia,Work from home,,0.3743,37.43,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
131,23,,Netcore Cloud,"Thane, Mumbai",,0.3718,37.18,r; sql; sql server,HTMLLinuxMS SQL Server
131,45,,Lishanth Enterprises,"Narasaraopet, Anakapalle, Macherla, Prathipadu, Bapatla, Chirala, Gajuwaka Part",,0.3677,36.77,r,Client Relationship Management (CRM)CoordinationSales ManagementClient RelationshipNegotiationsCustomer AcquisitionSales Strategy
131,11,,Lishanth Enterprises,Vijayawada,,0.3442,34.42,r,Client Relationship Management (CRM)Sales ManagementSales SupportCustomer SupportSales Strategy
132,44,,Starcrest Services Pvt. Ltd.,"Delhi, Gurgaon, Noida",,0.3443,34.43,r,MS-OfficeRecruitment
132,32,,IDFC First Bank,"Kolkata, Barasat (Hybrid)",,0.3269,32.69,r,Lead GenerationSalesField Sales
132,12,,Belstar MicroFinance Limited,Chennai,,0.3241,32.41,accounting; plan; r,AccountingFinancial planningFinancial Reporting
132,22,,Faff,Bangalore,,0.3149,31.49,communication; conflict management; r,Time ManagementProblem SolvingCoordinationAdaptabilityEffective CommunicationConflict Management
132,7,,Leafoberryy,Mumbai,,0.2986,29.86,communication; data analytics; r,LeadershipTeam ManagementE-commerceData AnalyticsMentorshipB2B SalesEffective Communication+2 more
132,38,,Urban Company Ltd.,Bangalore,,0.2914,29.14,english; r,"MS-Excel, English Proficiency (Written)"
132,23,,Netcore Cloud,"Thane, Mumbai",,0.2904,29.04,r; sql; sql server,HTMLLinuxMS SQL Server
132,5,,SREEDHARA ENTERPRISES,Bangalore,,0.2903,29.03,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
132,37,,Urban Company,Bangalore,,0.284,28.4,english; r,"MS-Excel, English Proficiency (Spoken)"
132,43,,Mintifi Finserve Private Limited,Mumbai,,0.2814,28.14,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
133,5,,SREEDHARA ENTERPRISES,Bangalore,,0.4943,49.43,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
133,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.484,48.4,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
133,43,,Mintifi Finserve Private Limited,Mumbai,,0.4603,46.03,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
133,7,,Leafoberryy,Mumbai,,0.4474,44.74,communication; data analytics; r,LeadershipTeam ManagementE-commerceData AnalyticsMentorshipB2B SalesEffective Communication+2 more
133,45,,Lishanth Enterprises,"Narasaraopet, Anakapalle, Macherla, Prathipadu, Bapatla, Chirala, Gajuwaka Part",,0.4416,44.16,r,Client Relationship Management (CRM)CoordinationSales ManagementClient RelationshipNegotiationsCustomer AcquisitionSales Strategy
133,17,,SpotOnMedia,Work from home,,0.4395,43.95,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
133,24,,SpotOnMedia,Work from home,,0.4395,43.95,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
133,29,,GlobalStep Services Private Limited,Pune,,0.4352,43.52,r,RecruitmentResume screeningInterview Coordination
133,3,,Modtraa Design And Creation Incorporation,Bangalore,,0.4308,43.08,communication; english; r; ski,"Presentation skillsMS-Excel, English Proficiency (Spoken)English Proficiency (Written)Kannada Proficiency (Spoken)Interpersonal skillsEffective Communication"
133,40,,RMSI Private Limited,Hyderabad,,0.4169,41.69,r; sql; sql server,SQLMS SQL ServerGISArcGISSSMS
134,7,,Leafoberryy,Mumbai,,0.4226,42.26,communication; data analytics; r,LeadershipTeam ManagementE-commerceData AnalyticsMentorshipB2B SalesEffective Communication+2 more
134,5,,SREEDHARA ENTERPRISES,Bangalore,,0.4035,40.35,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
134,22,,Faff,Bangalore,,0.3928,39.28,communication; conflict management; r,Time ManagementProblem SolvingCoordinationAdaptabilityEffective CommunicationConflict Management
134,40,,RMSI Private Limited,Hyderabad,,0.392,39.2,r; sql; sql server,SQLMS SQL ServerGISArcGISSSMS
134,12,,Belstar MicroFinance Limited,Chennai,,0.3911,39.11,accounting; plan; r,AccountingFinancial planningFinancial Reporting
134,43,,Mintifi Finserve Private Limited,Mumbai,,0.3826,38.26,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
134,29,,GlobalStep Services Private Limited,Pune,,0.377,37.7,r,RecruitmentResume screeningInterview Coordination
134,17,,SpotOnMedia,Work from home,,0.37,37.0,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
134,24,,SpotOnMedia,Work from home,,0.37,37.0,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
134,34,,Ashiana Housing Limited,Bhiwadi,,0.3619,36.19,data analytics; r,Data AnalyticsMS-ExcelData entryPower BIData Analysis
135,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.47,47.0,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
135,43,,Mintifi Finserve Private Limited,Mumbai,,0.4692,46.92,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
135,17,,SpotOnMedia,Work from home,,0.4243,42.43,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
135,24,,SpotOnMedia,Work from home,,0.4243,42.43,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
135,5,,SREEDHARA ENTERPRISES,Bangalore,,0.4203,42.03,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
135,49,,Cloudnine Hospital,Bangalore,,0.41,41.0,english; r,"MS-Excel, English Proficiency (Written)CanvaPivot TableVLOOKUP"
135,39,,KnowledgeWorks Global Limited,"Chennai, Mumbai",,0.403,40.3,english; r,English Proficiency (Spoken)English Proficiency (Written)
135,40,,RMSI Private Limited,Hyderabad,,0.4006,40.06,r; sql; sql server,SQLMS SQL ServerGISArcGISSSMS
135,29,,GlobalStep Services Private Limited,Pune,,0.3838,38.38,r,RecruitmentResume screeningInterview Coordination
135,37,,Urban Company,Bangalore,,0.3836,38.36,english; r,"MS-Excel, English Proficiency (Spoken)"
136,34,,Ashiana Housing Limited,Bhiwadi,,0.3301,33.01,data analytics; r,Data AnalyticsMS-ExcelData entryPower BIData Analysis
136,7,,Leafoberryy,Mumbai,,0.3104,31.04,communication; data analytics; r,LeadershipTeam ManagementE-commerceData AnalyticsMentorshipB2B SalesEffective Communication+2 more
136,23,,Netcore Cloud,"Thane, Mumbai",,0.2673,26.73,r; sql; sql server,HTMLLinuxMS SQL Server
136,5,,SREEDHARA ENTERPRISES,Bangalore,,0.263,26.3,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
136,12,,Belstar MicroFinance Limited,Chennai,,0.2618,26.18,accounting; plan; r,AccountingFinancial planningFinancial Reporting
136,29,,GlobalStep Services Private Limited,Pune,,0.2533,25.33,r,RecruitmentResume screeningInterview Coordination
136,17,,SpotOnMedia,Work from home,,0.2371,23.71,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
136,24,,SpotOnMedia,Work from home,,0.2371,23.71,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
136,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.2345,23.45,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
136,49,,Cloudnine Hospital,Bangalore,,0.2342,23.42,english; r,"MS-Excel, English Proficiency (Written)CanvaPivot TableVLOOKUP"
137,7,,Leafoberryy,Mumbai,,0.4028,40.28,communication; data analytics; r,LeadershipTeam ManagementE-commerceData AnalyticsMentorshipB2B SalesEffective Communication+2 more
137,34,,Ashiana Housing Limited,Bhiwadi,,0.3531,35.31,data analytics; r,Data AnalyticsMS-ExcelData entryPower BIData Analysis
137,5,,SREEDHARA ENTERPRISES,Bangalore,,0.3027,30.27,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
137,17,,SpotOnMedia,Work from home,,0.2957,29.57,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
137,24,,SpotOnMedia,Work from home,,0.2957,29.57,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
137,50,,Webvio Technologies,Delhi,,0.288,28.8,english; logging; r,BloggingSearch Engine Optimization (SEO)Creative WritingProofreadingEnglish Proficiency (Written)Research and Analytics
137,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.2775,27.75,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
137,11,,Lishanth Enterprises,Vijayawada,,0.2743,27.43,r,Client Relationship Management (CRM)Sales ManagementSales SupportCustomer SupportSales Strategy
137,43,,Mintifi Finserve Private Limited,Mumbai,,0.2742,27.42,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
137,40,,RMSI Private Limited,Hyderabad,,0.2695,26.95,r; sql; sql server,SQLMS SQL ServerGISArcGISSSMS
138,36,,Medi Assist Healthcare Private Limited,Mumbai,,0.3624,36.24,medical terminology; r; terminology,Medical Terminology
138,49,,Cloudnine Hospital,Bangalore,,0.3571,35.71,english; r,"MS-Excel, English Proficiency (Written)CanvaPivot TableVLOOKUP"
138,7,,Leafoberryy,Mumbai,,0.3343,33.43,communication; data analytics; r,LeadershipTeam ManagementE-commerceData AnalyticsMentorshipB2B SalesEffective Communication+2 more
138,34,,Ashiana Housing Limited,Bhiwadi,,0.3341,33.41,data analytics; r,Data AnalyticsMS-ExcelData entryPower BIData Analysis
138,5,,SREEDHARA ENTERPRISES,Bangalore,,0.3285,32.85,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
138,43,,Mintifi Finserve Private Limited,Mumbai,,0.3265,32.65,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
138,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.3193,31.93,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
138,37,,Urban Company,Bangalore,,0.313,31.3,english; r,"MS-Excel, English Proficiency (Spoken)"
138,39,,KnowledgeWorks Global Limited,"Chennai, Mumbai",,0.3092,30.92,english; r,English Proficiency (Spoken)English Proficiency (Written)
138,40,,RMSI Private Limited,Hyderabad,,0.2988,29.88,r; sql; sql server,SQLMS SQL ServerGISArcGISSSMS
139,5,,SREEDHARA ENTERPRISES,Bangalore,,0.4564,45.64,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
139,7,,Leafoberryy,Mumbai,,0.4255,42.55,communication; data analytics; r,LeadershipTeam ManagementE-commerceData AnalyticsMentorshipB2B SalesEffective Communication+2 more
139,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.4245,42.45,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
139,17,,SpotOnMedia,Work from home,,0.4188,41.88,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
139,24,,SpotOnMedia,Work from home,,0.4188,41.88,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
139,37,,Urban Company,Bangalore,,0.4128,41.28,english; r,"MS-Excel, English Proficiency (Spoken)"
139,39,,KnowledgeWorks Global Limited,"Chennai, Mumbai",,0.4087,40.87,english; r,English Proficiency (Spoken)English Proficiency (Written)
139,38,,Urban Company Ltd.,Bangalore,,0.391,39.1,english; r,"MS-Excel, English Proficiency (Written)"
139,12,,Belstar MicroFinance Limited,Chennai,,0.3846,38.46,accounting; plan; r,AccountingFinancial planningFinancial Reporting
139,43,,Mintifi Finserve Private Limited,Mumbai,,0.3767,37.67,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
140,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.4992,49.92,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
140,39,,KnowledgeWorks Global Limited,"Chennai, Mumbai",,0.497,49.7,english; r,English Proficiency (Spoken)English Proficiency (Written)
140,7,,Leafoberryy,Mumbai,,0.4561,45.61,communication; data analytics; r,LeadershipTeam ManagementE-commerceData AnalyticsMentorshipB2B SalesEffective Communication+2 more
140,5,,SREEDHARA ENTERPRISES,Bangalore,,0.4478,44.78,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
140,43,,Mintifi Finserve Private Limited,Mumbai,,0.4458,44.58,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
140,3,,Modtraa Design And Creation Incorporation,Bangalore,,0.4442,44.42,communication; english; r; ski,"Presentation skillsMS-Excel, English Proficiency (Spoken)English Proficiency (Written)Kannada Proficiency (Spoken)Interpersonal skillsEffective Communication"
140,37,,Urban Company,Bangalore,,0.4115,41.15,english; r,"MS-Excel, English Proficiency (Spoken)"
140,17,,SpotOnMedia,Work from home,,0.4062,40.62,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
140,24,,SpotOnMedia,Work from home,,0.4062,40.62,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
140,29,,GlobalStep Services Private Limited,Pune,,0.4021,40.21,r,RecruitmentResume screeningInterview Coordination
141,39,,KnowledgeWorks Global Limited,"Chennai, Mumbai",,0.4518,45.18,english; r,English Proficiency (Spoken)English Proficiency (Written)
141,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.417,41.7,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
141,43,,Mintifi Finserve Private Limited,Mumbai,,0.4115,41.15,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
141,5,,SREEDHARA ENTERPRISES,Bangalore,,0.4097,40.97,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
141,37,,Urban Company,Bangalore,,0.409,40.9,english; r,"MS-Excel, English Proficiency (Spoken)"
141,7,,Leafoberryy,Mumbai,,0.3967,39.67,communication; data analytics; r,LeadershipTeam ManagementE-commerceData AnalyticsMentorshipB2B SalesEffective Communication+2 more
141,29,,GlobalStep Services Private Limited,Pune,,0.3676,36.76,r,RecruitmentResume screeningInterview Coordination
141,50,,Webvio Technologies,Delhi,,0.3652,36.52,english; logging; r,BloggingSearch Engine Optimization (SEO)Creative WritingProofreadingEnglish Proficiency (Written)Research and Analytics
141,3,,Modtraa Design And Creation Incorporation,Bangalore,,0.3615,36.15,communication; english; r; ski,"Presentation skillsMS-Excel, English Proficiency (Spoken)English Proficiency (Written)Kannada Proficiency (Spoken)Interpersonal skillsEffective Communication"
141,34,,Ashiana Housing Limited,Bhiwadi,,0.361,36.1,data analytics; r,Data AnalyticsMS-ExcelData entryPower BIData Analysis
142,12,,Belstar MicroFinance Limited,Chennai,,0.441,44.1,accounting; plan; r,AccountingFinancial planningFinancial Reporting
142,7,,Leafoberryy,Mumbai,,0.4279,42.79,communication; data analytics; r,LeadershipTeam ManagementE-commerceData AnalyticsMentorshipB2B SalesEffective Communication+2 more
142,29,,GlobalStep Services Private Limited,Pune,,0.4244,42.44,r,RecruitmentResume screeningInterview Coordination
142,34,,Ashiana Housing Limited,Bhiwadi,,0.4046,40.46,data analytics; r,Data AnalyticsMS-ExcelData entryPower BIData Analysis
142,43,,Mintifi Finserve Private Limited,Mumbai,,0.3925,39.25,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
142,5,,SREEDHARA ENTERPRISES,Bangalore,,0.3844,38.44,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
142,40,,RMSI Private Limited,Hyderabad,,0.3681,36.81,r; sql; sql server,SQLMS SQL ServerGISArcGISSSMS
142,49,,Cloudnine Hospital,Bangalore,,0.3387,33.87,english; r,"MS-Excel, English Proficiency (Written)CanvaPivot TableVLOOKUP"
142,37,,Urban Company,Bangalore,,0.3269,32.69,english; r,"MS-Excel, English Proficiency (Spoken)"
142,11,,Lishanth Enterprises,Vijayawada,,0.3263,32.63,r,Client Relationship Management (CRM)Sales ManagementSales SupportCustomer SupportSales Strategy
143,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.5258,52.58,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
143,39,,KnowledgeWorks Global Limited,"Chennai, Mumbai",,0.5197,51.97,english; r,English Proficiency (Spoken)English Proficiency (Written)
143,7,,Leafoberryy,Mumbai,,0.474,47.4,communication; data analytics; r,LeadershipTeam ManagementE-commerceData AnalyticsMentorshipB2B SalesEffective Communication+2 more
143,40,,RMSI Private Limited,Hyderabad,,0.4595,45.95,r; sql; sql server,SQLMS SQL ServerGISArcGISSSMS
143,43,,Mintifi Finserve Private Limited,Mumbai,,0.444,44.4,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
143,5,,SREEDHARA ENTERPRISES,Bangalore,,0.4374,43.74,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
143,3,,Modtraa Design And Creation Incorporation,Bangalore,,0.431,43.1,communication; english; r; ski,"Presentation skillsMS-Excel, English Proficiency (Spoken)English Proficiency (Written)Kannada Proficiency (Spoken)Interpersonal skillsEffective Communication"
143,17,,SpotOnMedia,Work from home,,0.4204,42.04,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
143,24,,SpotOnMedia,Work from home,,0.4204,42.04,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
143,26,,Imarticus Learning,"Mumbai, Noida",,0.4106,41.06,design thinking; r,Content WritingMS-WordMS-PowerPointStoryboardingMS-ExcelContent ManagementDesign Thinking+3 more
144,32,,IDFC First Bank,"Kolkata, Barasat (Hybrid)",,0.4004,40.04,r,Lead GenerationSalesField Sales
144,12,,Belstar MicroFinance Limited,Chennai,,0.3993,39.93,accounting; plan; r,AccountingFinancial planningFinancial Reporting
144,42,,Paisabazaar,Gurgaon,,0.3917,39.17,investment banking,Investment BankingSales
144,44,,Starcrest Services Pvt. Ltd.,"Delhi, Gurgaon, Noida",,0.3711,37.11,r,MS-OfficeRecruitment
144,40,,RMSI Private Limited,Hyderabad,,0.3446,34.46,r; sql; sql server,SQLMS SQL ServerGISArcGISSSMS
144,5,,SREEDHARA ENTERPRISES,Bangalore,,0.3437,34.37,accounting; english; r,"MS-OfficeAccountingTallyMS-Excel, English Proficiency (Spoken)English Proficiency (Written)"
144,45,,Lishanth Enterprises,"Narasaraopet, Anakapalle, Macherla, Prathipadu, Bapatla, Chirala, Gajuwaka Part",,0.328,32.8,r,Client Relationship Management (CRM)CoordinationSales ManagementClient RelationshipNegotiationsCustomer AcquisitionSales Strategy
144,29,,GlobalStep Services Private Limited,Pune,,0.3135,31.35,r,RecruitmentResume screeningInterview Coordination
144,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.2899,28.99,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
144,43,,Mintifi Finserve Private Limited,Mumbai,,0.2878,28.78,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
145,1,,Calipers Consulting Private Limited,"Secunderabad, Hyderabad (Hybrid)",,0.414,41.4,english; r,"MS-Office, MS-ExcelData entryEnglish Proficiency (Spoken)English Proficiency (Written)"
145,29,,GlobalStep Services Private Limited,Pune,,0.3845,38.45,r,RecruitmentResume screeningInterview Coordination
145,12,,Belstar MicroFinance Limited,Chennai,,0.3737,37.37,accounting; plan; r,AccountingFinancial planningFinancial Reporting
145,43,,Mintifi Finserve Private Limited,Mumbai,,0.3641,36.41,english; r,"MS-Office, MS-Excel, English Proficiency (Spoken)"
145,39,,KnowledgeWorks Global Limited,"Chennai, Mumbai",,0.362,36.2,english; r,English Proficiency (Spoken)English Proficiency (Written)
145,49,,Cloudnine Hospital,Bangalore,,0.3602,36.02,english; r,"MS-Excel, English Proficiency (Written)CanvaPivot TableVLOOKUP"
145,44,,Starcrest Services Pvt. Ltd.,"Delhi, Gurgaon, Noida",,0.3469,34.69,r,MS-OfficeRecruitment
145,22,,Faff,Bangalore,,0.328,32.8,communication; conflict management; r,Time ManagementProblem SolvingCoordinationAdaptabilityEffective CommunicationConflict Management
145,17,,SpotOnMedia,Work from home,,0.3252,32.52,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
145,24,,SpotOnMedia,Work from home,,0.3252,32.52,english; hindi; r,"MS-Office, MS-ExcelClient Relationship Management (CRM)Client RelationshipEnglish Proficiency (Spoken)English Proficiency (Written)Hindi Proficiency (Spoken)+1 more"
146,7,,Leafoberryy,Mumbai,,0.4068,40.68,communication; data analytics; r,LeadershipTeam ManagementE-commerceData AnalyticsMentorshipB2B SalesEffective Communication+2 more
